,feature,correlation,correlation_direction,significance
262,aftret_invcapx,0.002710272263320173,0.002710272263320173,0.0015487719608604862
263,aftret_invcapx_zscore,0.002670833522768554,0.002670833522768554,0.001812660647525808
82,sale_equity_zscore,0.0025980175323359277,-0.0025980175323359277,0.0024110969046212114
264,past_twentysix_month_return_sector_zscore,0.0025641404731336186,0.0025641404731336186,0.0027470122244640624
265,pretret_noa,0.002555158166944338,0.002555158166944338,0.002842980827316923
266,past_thirtythree_month_return_sector_zscore,0.002521082662179556,0.002521082662179556,0.0032355340499845837
267,totdebt_invcap,0.0024891596926933483,-0.0024891596926933483,0.0036474615403085356
268,equity_invcap,0.0024828833374949018,0.0024828833374949018,0.003733854513468029
83,totdebt_invcap_zscore,0.0024708372061027803,-0.0024708372061027803,0.0039048972618225077
84,december,0.002453229295553904,-0.002453229295553904,0.004167733019649558
269,staff_sale,0.0024175377602057495,0.0024175377602057495,0.004750328867981971
270,debt_invcap,0.002405191655577401,-0.002405191655577401,0.004968409278432104
271,past_twentyfour_month_return_sector_zscore,0.002382359218657698,0.002382359218657698,0.005395711292045394
85,equity_invcap_zscore,0.0023783883031862274,0.0023783883031862274,0.0054733251841242465
272,sale_equity_sector_zscore,0.0023644873194170906,-0.0023644873194170906,0.005753030488693302
273,past_twenty_month_return_sector_zscore,0.002349320944581053,-0.002349320944581053,0.0060728443410156185
274,sale_equity,0.0023434101650047063,-0.0023434101650047063,0.006201761227208172
275,past_twentysix_month_return_zscore,0.002342138469771454,0.002342138469771454,0.006229817543949341
276,past_thirtyfive_month_return_sector_zscore,0.002333363491299903,0.002333363491299903,0.00642654720459416
86,sector_Industrials,0.00232819030552066,-0.00232819030552066,0.006545128897584829
277,past_twentyone_month_return_zscore,0.0023248118713412812,0.0023248118713412812,0.0066236291374911875
87,aftret_eq_zscore,0.002308253580638659,0.002308253580638659,0.007020748491750873
88,CAPEI_sector_zscore,0.002301703800718855,0.002301703800718855,0.007183645168661064
89,february,0.0022856078905292396,-0.0022856078905292396,0.007598462460695457
278,aftret_eq_sector_zscore,0.0022633710707495943,0.0022633710707495943,0.008206852296562041
90,july,0.0022429792260864443,0.0022429792260864443,0.008802702391290353
279,past_twenty_month_return_zscore,0.0022359977407371725,-0.0022359977407371725,0.009015412257801036
280,CAPEI,0.0022232013011579165,0.0022232013011579165,0.009417236052610392
91,debt_invcap_zscore,0.002189770725711378,-0.002189770725711378,0.010543377081226015
281,past_twentysix_month_return,0.0021872616025725346,0.0021872616025725346,0.010632545107222243
282,CAPEI_zscore,0.0021842306310100768,0.0021842306310100768,0.010741152260184765
283,aftret_eq,0.0021506058162800144,0.0021506058162800144,0.012013828874545336
284,past_thirtyone_month_return_sector_zscore,0.002133205918157592,0.002133205918157592,0.012723500679496395
285,past_twenty_month_return,0.0021289229757960972,-0.0021289229757960972,0.012903776517395885
286,past_twentyone_month_return,0.0020882118525237313,0.0020882118525237313,0.014733410659029783
287,past_twentyseven_month_return_zscore,0.002077611878728114,0.002077611878728114,0.01524581640369871
92,august,0.00200435143649993,0.00200435143649993,0.0192360853239212
288,curr_ratio_zscore,0.00197401185020397,-0.00197401185020397,0.021139166491472853
289,bm_zscore,0.001929669471715542,-0.001929669471715542,0.024214974977734872
290,past_twentyseven_month_return_sector_zscore,0.0019171156393500662,0.0019171156393500662,0.025153363026830983
291,past_twentyeight_month_return,0.0018865174343062536,0.0018865174343062536,0.02757340697453389
292,totdebt_invcap_sector_zscore,0.00187894000980175,-0.00187894000980175,0.0282028557370276
293,past_twelve_month_return_zscore,0.0018689521570033102,-0.0018689521570033102,0.029051425190263866
294,past_twentyseven_month_return,0.0018565593432159507,0.0018565593432159507,0.030134791885038276
93,june,0.001837362039259859,0.001837362039259859,0.031881501151543985
295,inv_turn,0.0018169629313508795,-0.0018169629313508795,0.033831976834258516
296,past_four_month_return_sector_zscore,0.0018131950823266185,-0.0018131950823266185,0.03420319012344662
297,MEDREC_zscore,0.001805679239222802,0.001805679239222802,0.034954066186763666
94,dpr_sector_zscore,0.0018017599651109991,0.0018017599651109991,0.03535117693571561
298,past_twelve_month_return,0.0017929149663661183,-0.0017929149663661183,0.036261543685567714
95,de_ratio_zscore,0.0017702219237856912,0.0017702219237856912,0.03868906600433526
299,de_ratio,0.0017671804070688174,0.0017671804070688174,0.03902468777115978
300,past_twentytwo_month_return_sector_zscore,0.0017426452509226582,0.0017426452509226582,0.041823580355081755
301,past_twentythree_month_return_sector_zscore,0.0017252926275837474,0.0017252926275837474,0.043904145876531846
302,past_twentyeight_month_return_zscore,0.001724330836488514,0.001724330836488514,0.04402197575486579
303,past_twelve_month_return_sector_zscore,0.0017238137209934774,-0.0017238137209934774,0.04408543831377862
304,inv_turn_zscore,0.0017081294878260596,-0.0017081294878260596,0.04604728754452454
305,past_four_month_return_zscore,0.001697053303223136,-0.001697053303223136,0.04747661435361028
125,lt_ppent_sector_zscore,0.0016795724130195986,0.0016795724130195986,0.04980823970228511
306,past_twentyfive_month_return_sector_zscore,0.0016451135778656817,0.0016451135778656817,0.054686097234407476
307,past_four_month_return,0.0016434521969132052,-0.0016434521969132052,0.05493100641060387
308,intcov_ratio,0.0016290533449079111,0.0016290533449079111,0.05709213130393489
309,intcov,0.0016290533449035483,0.0016290533449035483,0.05709213130393489
310,intcov_sector_zscore,0.0016289131424428616,0.0016289131424428616,0.057113517078141655
311,intcov_ratio_zscore,0.0016288702482551733,0.0016288702482551733,0.057120061262562236
312,intcov_zscore,0.0016288433561528401,0.0016288433561528401,0.0571241643992288
313,intcov_ratio_sector_zscore,0.0016285493894983543,0.0016285493894983543,0.05716903315381135
314,equity_invcap_sector_zscore,0.0016236542570273117,0.0016236542570273117,0.05792050598257395
315,past_twentyfour_month_return_zscore,0.0015350299244565075,0.0015350299244565075,0.0730060621868842
316,lt_debt_zscore,0.0015031147258860846,0.0015031147258860846,0.07917068656314023
317,quick_ratio_zscore,0.0014781477613865623,-0.0014781477613865623,0.0842828685937159
318,efftax,0.00147287490582388,-0.00147287490582388,0.08539598436546597
319,de_ratio_sector_zscore,0.0014713203878238144,0.0014713203878238144,0.08572640670366156
320,past_twentyfive_month_return_zscore,0.0014712246201284247,0.0014712246201284247,0.08574679644343822
321,past_fifteen_month_return_zscore,0.0014373844647495525,-0.0014373844647495525,0.0932006704543111
322,past_sixteen_month_return,0.0014341569259117826,-0.0014341569259117826,0.0939379529880645
323,capital_ratio_sector_zscore,0.0014214936142027883,-0.0014214936142027883,0.09687597842658618
324,past_sixteen_month_return_zscore,0.001396874608468109,-0.001396874608468109,0.10279788705575547
325,past_twentyfour_month_return,0.001390006973543536,0.001390006973543536,0.1045002169867377
326,capital_ratio_zscore,0.0013801775688966538,0.0013801775688966538,0.10697556613859197
327,cfm,0.001350081904458961,-0.001350081904458961,0.11484431041278548
328,opmbd,0.00135008190445884,-0.00135008190445884,0.11484431041278548
329,npm,0.0013500819044588099,-0.0013500819044588099,0.11484431041278548
330,ptpm,0.0013500819044587964,-0.0013500819044587964,0.11484431041278548
331,opmad,0.0013500819044586978,-0.0013500819044586978,0.11484431041278548
332,npm_sector_zscore,0.0013500819044515338,-0.0013500819044515338,0.11484431041278548
333,opmbd_sector_zscore,0.001350077425414852,-0.001350077425414852,0.11484551448020758
334,opmbd_zscore,0.0013500490280814075,-0.0013500490280814075,0.11485314864765003
335,ptpm_zscore,0.0013500460270487167,-0.0013500460270487167,0.11485395546828099
336,opmad_zscore,0.0013500447105008633,-0.0013500447105008633,0.11485430942012297
337,opmad_sector_zscore,0.001350029302806025,-0.001350029302806025,0.11485845171767639
338,cfm_zscore,0.0013500196124956476,-0.0013500196124956476,0.11486105698628878
339,ptpm_sector_zscore,0.0013499355663314744,-0.0013499355663314744,0.11488365498934752
340,npm_zscore,0.0013499185984685003,-0.0013499185984685003,0.11488821767819513
341,cfm_sector_zscore,0.0013498810560263828,-0.0013498810560263828,0.11489831341211021
342,past_twentyfive_month_return,0.0013271786172452849,0.0013271786172452849,0.12113220901664486
343,past_fourteen_month_return,0.0013081066466503488,-0.0013081066466503488,0.12657108945121273
344,roce_zscore,0.0013037423580366785,-0.0013037423580366785,0.12784201997229955
345,roce,0.0012933573799660735,-0.0012933573799660735,0.1309061404767357
346,capital_ratio,0.0012911109429661904,0.0012911109429661904,0.13157639192400125
347,past_fourteen_month_return_zscore,0.0012901986788377412,-0.0012901986788377412,0.13184933510067554
348,aftret_equity_sector_zscore,0.001283616294313566,0.001283616294313566,0.13383176201403513
349,dltt_be_sector_zscore,0.0012770395050216974,0.0012770395050216974,0.13583545417110976
